MSOACD,NaPTANID,Distance
E02000625,9100WNDSWRD,520.287474127
E02000622,9100VAUXHLW,1040.36069838
E02000623,9100VAUXHLM,1060.04484431
E02000620,9100VAUXHLW,675.646513145
E02000621,9100VAUXHLW,557.97150047
E02000628,9100BRIXTON,468.678657942
E02000629,9100CLPHHS,201.024247585
E02000906,9100WLTWCEN,1021.67899786
E02000907,9100WDST,298.896420962
E02000904,9100WDST,996.751618545
E02000905,9100WLTWCEN,1197.57921443
E02000902,9100HGHMSPK,788.28328056
E02000983,9100VAUXHLM,962.986292522
E02000903,9100BLCHSRD,1376.64785694
E02000982,9100VICTRIC,742.567117913
E02000900,9100ANGELRD,1668.28157806
E02000981,9100VICTRIE,628.013751896
E02000901,9100HGHMSPK,221.337258987
E02000980,9100VICTRIE,921.265224335
E02000908,9100BLCHSRD,371.729451179
E02000909,9100WDST,457.277114692
E02000856,9100WALNGTN,333.682964803
E02000857,9100SUTTON,532.915701711
E02000854,9100CRSHLTB,617.005254216
E02000855,9100CHEAM,522.599104623
E02000852,9100CRSHLTN,1013.72459376
E02000853,9100WSUTTON,82.4286021354
E02000850,9100WADDON,1036.94700596
E02000036,9100MLHB,1478.48886796
E02000851,9100SUTTONC,888.26789965
E02000037,9100MLHB,2374.38677887
E02000034,9100OKLGHPK,1594.7403691
E02000035,9100OKLGHPK,2162.59159152
E02000032,9100OKLGHPK,1886.22386892
E02000033,9100NEWSGAT,1575.82483835
E02000030,9100NBARNET,3373.79842755
E02000031,9100OKLGHPK,809.464323689
E02000858,9100WALNGTN,1431.94994837
E02000859,9100WALNGTN,758.307280413
E02006802,9100ELPHNAC,660.995476736
E02006882,9100KTON,1069.03044793
E02006800,9100GODMAYS,416.246246842
E02006801,9100WATRLMN,254.979783891
E02000038,9100NEWSGAT,832.266818505
E02000039,9100MLHB,454.955885477
E02000346,9100HRGYGL,766.254521041
E02000347,9100STMFDHL,547.437188562
E02000344,9100NWELTHM,635.900655115
E02000345,9100STMFDHL,471.385379439
E02000342,9100NWELTHM,1025.46125912
E02000343,9100MOTNGHM,855.16898834
E02000340,9100ELTHAM,1166.75217803
E02000341,9100MOTNGHM,1245.5438133
E02000348,9100STKNWNG,527.973294803
E02000536,9100HOUNSLW,2066.92691228
E02000537,9100ISLEWTH,1352.38501252
E02000534,9100ISLEWTH,716.931692947
E02000535,9100HOUNSLW,2789.90900422
E02000532,9100CHISWCK,711.455869603
E02000533,9100GNRSBRY,651.104096909
E02000530,9100STHALL,2351.03177614
E02000531,9100BNTFORD,119.306667475
E02000538,9100HAYESAH,3070.3616649
E02000539,9100ISLEWTH,432.272504409
E02000447,9100HEDSTNL,1100.58657457
E02000444,9100KTON,2024.58645971
E02000445,9100HROWDC,489.854529453
E02000442,9100MLHB,2924.49660957
E02000443,9100HROWDC,860.256462569
E02000440,9100HROWDC,1967.21607493
E02000441,9100HTCHEND,2028.03178865
E02000448,9100HEDSTNL,1966.84969474
E02000449,9100KTON,1947.26201755
E02000636,9100CLPHHS,1291.04230946
E02000637,9100HERNEH,1075.71376955
E02000634,9100CLPHHS,604.939658399
E02000635,9100HERNEH,578.788692889
E02000632,9100CLPHHS,676.024731723
E02000633,9100BRIXTON,457.944915998
E02000630,9100WNDSWRD,703.126250374
E02000631,9100LBGHJN,381.286508445
E02000638,9100STRHILL,1265.87309689
E02000639,9100STRHILL,1035.92987763
E02000166,9100GOSPLOK,885.641145171
E02000167,9100HMPSTDH,575.597477071
E02000165,9100WLDNGHM,5993.33642889
E02000162,9100ORPNGTN,1931.6190611
E02000163,9100CHLSFLD,705.148091797
E02000160,9100HAYS,849.21008378
E02000161,9100ORPNGTN,1064.59270534
E02000168,9100KNTSHTN,582.058759695
E02000169,9100FNCHLYR,680.283135646
E02000916,9100LEABDGE,697.840186577
E02000917,9100LEYTNMR,392.853247565
E02000914,9100LEYTNMR,609.198049977
E02000915,9100LYTNSHR,878.061878697
E02000912,9100STJMSST,730.321984866
E02000913,9100LEYTNMR,592.050616682
E02000910,9100WLTWCEN,181.390004259
E02000911,9100STJMSST,153.8037734
E02000918,9100LYTNSHR,297.152775402
E02000919,9100LYTNSHR,900.819621151
E02000826,9100DENMRKH,975.823909779
E02000827,9100DENMRKH,1106.28329183
E02000824,9100PCKHMQD,991.611340158
E02000825,9100PCKHMRY,1111.5574902
E02000822,9100ELPHNAC,989.511985775
E02000823,9100ELPHNAC,1238.66323143
E02000820,9100ELPHNAC,693.58013758
E02000821,9100ELPHNAC,1336.97629934
E02000087,9100BEXLEY,352.201495426
E02000007,9100CHDWLHT,2266.61790086
E02000086,9100SIDCUP,1434.34546257
E02000004,9100ROMFORD,1644.83510821
E02000085,9100SIDCUP,1621.9003417
E02000005,9100CHDWLHT,1303.59607081
E02000084,9100BXLYHTH,1263.44545252
E02000002,9100CHDWLHT,1812.46068408
E02000083,9100CRFD,540.80155855
E02000003,9100CHDWLHT,871.586150689
E02000082,9100FALCNWD,737.633352837
E02000081,9100BRNHRST,837.080624104
E02000828,9100PKHMRYC,623.864394323
E02000001,9100MRGT,436.516147479
E02000080,9100WELLING,586.139565961
E02000829,9100PCKHMQD,13.0347034105
E02000008,9100CHDWLHT,1753.93977852
E02000089,9100NWELTHM,1094.05277395
E02000009,9100GODMAYS,1657.13810854
E02000088,9100ALBNYPK,538.298136614
E02000356,9100CNNB,925.533617769
E02000357,9100HOMRTON,888.400800779
E02000354,9100CLAPTON,513.938310844
E02000355,9100CLAPTON,790.79055326
E02000352,9100STKNWNG,803.093121204
E02000353,9100STKNWNG,529.803935437
E02000350,9100STKNWNG,383.110641936
E02000351,9100FNPK,623.431849947
E02000358,9100DALSKLD,688.2745579
E02000359,9100HOMRTON,619.183389203
E02000266,9100STHALL,1275.46472944
E02000267,9100HANWELL,552.455133459
E02000264,9100EALINGB,1319.18070178
E02000265,9100WEALING,609.551038924
E02000262,9100ACTNCTL,390.315657028
E02000263,9100STHALL,697.130009741
E02000260,9100STHALL,883.414384358
E02000261,9100ACTNCTL,779.833202341
E02000268,9100EALINGB,1144.6448205
E02000269,9100WEALING,1047.72964601
E02000506,9100WRUISLP,2339.12049056
E02000587,9100KENOLYM,986.149910878
E02000507,9100WRUISLP,2736.04452528
E02000586,9100WBRMPTN,1507.73008391
E02000504,9100WRUISLP,1007.19997826
E02000585,9100KENOLYM,352.003458058
E02000584,9100KENOLYM,1324.43590205
E02000502,9100WRUISLP,1140.71872435
E02000583,9100SHPDSB,897.916789094
E02000503,9100SRUISLP,1003.77625839
E02000582,9100SHPDSB,1493.64342061
E02000500,9100WRUISLP,1448.11650702
E02000581,9100SHPDSB,849.988695861
E02000501,9100SRUISLP,1544.0977086
E02000580,9100SHPDSB,1596.84983449
E02000508,9100WDRYTON,3358.42093595
E02000589,9100WBRMPTN,931.618204254
E02000509,9100WDRYTON,3124.75061106
E02000588,9100VICTRIC,1228.20899557
E02000456,9100HAROOTH,977.687178699
E02000457,9100HAROOTH,2166.05915056
E02000454,9100HEDSTNL,2849.9811873
E02000455,9100HAROOTH,658.7447544
E02000452,9100HROW,679.465972562
E02000453,9100HAROOTH,1210.19738711
E02000451,9100HEDSTNL,1911.7631153
E02000459,9100NTHOLTP,1306.95127407
E02000767,9100SVNKNGS,1903.21835246
E02000764,9100WDST,1820.40474147
E02000765,9100ILFORD,2287.63037548
E02000762,9100ILFORD,2590.6509386
E02000763,9100SVNKNGS,1828.02767268
E02000760,9100SVNKNGS,3580.2701527
E02000768,9100LYTNSHR,2156.90294392
E02000769,9100CHDWLHT,875.028565049
E02000687,9100SYDENHM,480.476091107
E02000606,9100SURBITN,949.445348117
E02000686,9100LSYDNHM,554.682628577
E02000607,9100BRLANDS,775.449191775
E02000685,9100SYDENHM,542.66965096
E02000604,9100NEWMLDN,238.505200832
E02000605,9100NEWMLDN,765.554551457
E02000683,9100GRVPK,682.122577328
E02000602,9100NRBITON,598.662367604
E02000682,9100BELNGHM,947.889133433
E02000603,9100NRBITON,812.750995123
E02000681,9100BELNGHM,711.102227391
E02000600,9100NRBITON,609.233921985
E02000680,9100FORESTH,770.912944991
E02000601,9100KGSTON,485.079912683
E02000608,9100SURBITN,287.509205232
E02000689,9100ERLFLD,1070.35402857
E02000609,9100MALDENM,555.77269837
E02000176,9100HMPSTDH,851.989912776
E02000177,9100KNTSHTW,437.05350361
E02000174,9100KNTSHTN,360.861724565
E02000175,9100WHMPSTM,152.899680134
E02000172,9100KNTSHTW,428.889747758
E02000173,9100FNCHLYR,669.454387419
E02000170,9100WHMPSTM,791.453546953
E02000171,9100HMPSTDH,513.632985694
E02000178,9100BRBY,232.365026682
E02000179,9100SHMPSTD,1042.719056
E02000836,9100EDULWCH,757.051614634
E02000837,9100NDULWCH,359.003083736
E02000834,9100EDULWCH,730.902384515
E02000835,9100HONROPK,949.224573937
E02000832,9100NUNHEAD,541.17624254
E02000833,9100EDULWCH,426.028540975
E02000830,9100DENMRKH,464.503362024
E02000831,9100PCKHMRY,315.829030149
E02000097,9100HDON,1669.31917547
E02000016,9100BARKING,424.106273384
E02000096,9100KTON,922.265498348
E02000017,9100BARKING,405.900469251
E02000095,9100SKENTON,2484.15284758
E02000014,9100DGNHMDC,1492.4542098
E02000094,9100HDON,1585.61070735
E02000015,9100DGNHMDC,1779.02392145
E02000093,9100MLHB,2739.63989028
E02000012,9100BARKING,1399.6558692
E02000013,9100DGNHMDC,2498.20616173
E02000092,9100ALBNYPK,1683.10905119
E02000010,9100DGNHMDC,2370.47704299
E02000091,9100SIDCUP,910.104591472
E02000838,9100FORESTH,1469.68582137
E02000011,9100DGNHMDC,2450.57938458
E02000090,9100SIDCUP,646.615566117
E02000839,9100SYDNHMH,252.997015779
E02000099,9100SKENTON,550.989602197
E02000018,9100BARKING,2347.38631342
E02000098,9100SKENTON,1531.5358713
E02000019,9100DGNHMDC,1443.38402633
E02000326,9100CRLN,592.221294646
E02000327,9100WOLWCHA,1163.94160241
E02000324,9100CRLN,575.657430987
E02000323,9100WOLWCHA,725.194898086
E02000320,9100ABWD,756.695366991
E02000321,9100PLMS,623.955447264
E02000328,9100WCOMBEP,521.76663793
E02000329,9100PLMS,1478.23951389
E02000276,9100BNTFORD,989.786390201
E02000277,9100ENFLDLK,830.671924113
E02000274,9100STHALL,994.641868383
E02000275,9100STHALL,842.613334015
E02000272,9100WEALING,1416.30805105
E02000270,9100SACTON,460.492986336
E02000271,9100SACTON,822.671914781
E02000278,9100TURKYST,147.555942019
E02000279,9100ENFLDLK,279.230300141
E02000516,9100STHALL,1770.39641775
E02000597,9100CSEAH,700.064803818
E02000517,9100HAYESAH,2180.96244964
E02000596,9100WBRMPTN,870.700107207
E02000514,9100HAYESAH,2314.1962473
E02000595,9100CSEAH,1366.88248821
E02000515,9100WDRYTON,1345.67144658
E02000594,9100BATRSPK,1547.1063525
E02000512,9100WDRYTON,2931.35911848
E02000593,9100WBRMPTN,388.742726124
E02000513,9100STHALL,2837.25263457
E02000592,9100WBRMPTN,1198.23446996
E02000510,9100WDRYTON,2915.69254296
E02000591,9100WBRMPTN,631.815437903
E02000511,9100HAYESAH,3143.5715842
E02000590,9100VICTRIC,1624.83798731
E02000518,9100WDRYTON,1078.28036288
E02000599,9100NRBITON,1719.23006282
E02000519,9100HAYESAH,1567.6566229
E02000598,9100KGSTON,1487.13476805
E02000426,9100UPRHLWY,2367.2496231
E02000427,9100HRGYGL,229.48243133
E02000424,9100HRNSY,638.76659681
E02000425,9100STOTNHM,314.004157796
E02000422,9100SEVNSIS,783.254283467
E02000423,9100HRGYGL,527.107189124
E02000420,9100SEVNSIS,414.124256388
E02000421,9100SEVNSIS,580.638769533
E02000428,9100STMFDHL,546.162688789
E02000429,9100CROUCHH,1206.64577464
E02000776,9100ILFORD,834.555642935
E02000777,9100WNSTDPK,1436.87045165
E02000774,9100SVNKNGS,510.09131658
E02000772,9100GODMAYS,546.415876918
E02000773,9100SVNKNGS,1181.53088587
E02000770,9100SVNKNGS,925.155305949
E02000779,9100ILFORD,489.706562465
E02000616,9100CHSSN,533.558432032
E02000697,9100WDON,749.084984528
E02000617,9100CHSSS,543.005452714
E02000696,9100TOOTING,599.499220507
E02000614,9100TOLWTH,373.962117917
E02000695,9100TOOTING,590.286320114
E02000615,9100CHSSN,677.057373443
E02000694,9100HYDNSRD,639.455902345
E02000612,9100WRCSTRP,599.265777886
E02000693,9100HYDNSRD,1037.80772384
E02000613,9100TOLWTH,1352.96342758
E02000692,9100WIMBLDN,540.914857316
E02000610,9100SURBITN,464.11831995
E02000691,9100HYDNSRD,650.941754363
E02000611,9100BRLANDS,1198.64561465
E02000690,9100WIMBLDN,1255.19874634
E02000699,9100WIMLCHS,273.580910878
E02000619,9100ELPHNAC,906.188623566
E02000698,9100RAYNSPK,560.489890836
E02000966,9100PADTON,1171.68349825
E02000967,9100MARYLBN,249.939557629
E02000964,9100QPRK,764.582957572
E02000965,9100KLBRNHR,1200.38507154
E02000962,9100MARYLBN,1138.62292462
E02000963,9100QPRK,573.936877088
E02000960,9100SHMPSTD,1024.31081163
E02000961,9100KLBRNHR,669.94485654
E02000146,9100BICKLEY,936.553637632
E02000147,9100SHRTLND,1356.96327578
E02000144,9100BROMLYS,319.924169029
E02000145,9100STMRYC,944.751985779
E02000142,9100BICKLEY,985.680171482
E02000140,9100STMRYC,946.766855395
E02000968,9100MARYLBN,536.867319513
E02000141,9100BIRKBCK,284.639595814
E02000969,9100PADTON,1387.36906695
E02000148,9100BICKLEY,1188.23348492
E02000149,9100STMRYC,542.385793089
E02000806,9100HAMPTON,192.718148237
E02000887,9100LIMHSE,1217.47889804
E02000807,9100RTHERHI,633.284637619
E02000886,9100LIMHSE,565.163702307
E02000804,9100TEDNGTN,164.775991516
E02000885,9100SHADWEL,297.226864642
E02000805,9100HAMWICK,722.028820293
E02000884,9100SHADWEL,668.730822174
E02000802,9100FULWELL,658.754307208
E02000803,9100HAMPTON,1356.17896119
E02000882,9100LIMHSE,462.139607417
E02000800,9100STRWBYH,1621.58304169
E02000881,9100WHAMHL,1709.83862513
E02000801,9100FULWELL,774.28433765
E02000880,9100WCHAPEL,438.683555271
E02000808,9100LNDNBDC,747.559585243
E02000889,9100SHADWEL,559.333020278
E02000809,9100LNDNBDC,815.430444917
E02000337,9100ELTHAM,821.098407372
E02000334,9100KIDBROK,1033.30832871
E02000335,9100ELTHAM,870.582150116
E02000332,9100WOLWCHA,1714.60517836
E02000333,9100BLKHTH,995.597791163
E02000331,9100CRLN,1523.68925832
E02000339,9100ELTHAM,269.231212878
E02000245,9100GFORD,2645.63586538
E02000436,9100HTCHEND,306.064461932
E02000978,9100VICTRIC,1412.95109674
E02000949,9100WANDCMN,513.274677646
E02000952,9100BALHAM,770.55457734
E02000860,9100SUTTON,554.859281859
E02000040,9100MLHB,2149.86315261
E02000736,9100BARKING,1462.64937051
E02000054,9100HDON,1456.81297671
E02000292,9100BHILLPK,443.602078085
E02000291,9100BHILLPK,487.589105622
E02000883,9100LIMHSE,1776.25054253
E02000888,9100SHADWEL,359.787198577
E02006546,9100ANGMRNG,488.64135586
E02006547,9100FORD,2339.46337281
E02006544,9100BRHM,985.130514466
E02006545,9100LTLHMPT,1182.30688278
E02006542,9100ARUNDEL,1448.911919
E02006543,9100ANGMRNG,2270.95117807
E02006540,9100LNCG,764.089005934
E02006541,9100LNCG,226.957698175
E02006548,9100ANGMRNG,1943.84306305
E02006549,9100GORNGBS,1449.85237594
E02003436,9100SUNYMDS,1839.26750111
E02003437,9100ASCOT,845.778945183
E02003434,9100WINDSEC,1826.74934687
E02003432,9100WINDSEC,714.215606702
E02006856,9100CNTBW,373.674511405
E02005045,9100WALMER,1409.59818513
E02006857,9100HMPDNPK,2627.48198127
E02005042,9100SWCH,615.285970633
E02005043,9100DEAL,417.429759314
E02006855,9100CNTBE,440.810668095
E02005040,9100LGFD,1554.80982111
E02005041,9100SWCH,5538.9924759
E02005048,9100SWELL,2899.53172797
E02004806,9100FRBRMN,2298.62156339
E02005049,9100WALMER,2341.60950081
E02004807,9100FRBRMN,1009.65051189
E02006858,9100PVNSYAW,2519.10770441
E02004804,9100FRBRMN,2172.80836052
E02004805,9100FRBRMN,604.177361724
E02004802,9100FRIMLEY,1497.47072809
E02004803,9100FRBRMN,1237.06180903
E02004800,9100NMILTON,1647.66196566
E02004801,9100LMTNTWN,4870.92329691
E02004808,9100NTHCAMP,1035.50290033
E02004809,9100ALDRSHT,369.664204295
E02006346,9100HRSLEY,610.986110685
E02006347,9100ASHVALE,807.052953545
E02006344,9100CLANDON,2602.5500113
E02006345,9100BRKWOOD,2658.50819958
E02006342,9100EPSM,537.757049405
E02006343,9100EPSM,1348.03621867
E02006341,9100EPSM,508.898001666
E02006348,9100GUILDFD,3132.53725564
E02006349,9100GUILDFD,2456.72194018
E02003546,9100FRATTON,1611.60421833
E02003547,9100SSEACLE,468.210449856
E02003544,9100FRATTON,1250.09380043
E02003545,9100SSEACLE,790.80822228
E02003542,9100FRATTON,682.366309131
E02003543,9100FRATTON,638.228426309
E02003540,9100FRATTON,1417.08603409
E02003541,9100PSEA,641.706589838
E02003548,9100FRATTON,1382.59350563
E02003433,9100WINDSEC,2922.86646996
E02003430,9100WINDSEC,767.779063232
E02003431,9100DATCHET,729.476414605
E02003438,9100SUNNGDL,1295.94108089
E02003439,9100WARGRAV,1117.95585388
E02005976,9100HNLYOT,2707.27983406
E02005977,9100TILHRST,5820.37954811
E02005974,9100HNLYOT,481.453893623
E02005975,9100GORASTR,3928.55533923
E02005972,9100CHOLSEY,172.548624361
E02005973,9100HNLYOT,809.26428683
E02005970,9100DIDCOTP,1073.73193905
E02005156,9100BLTRNAB,3964.89631884
E02005971,9100DIDCOTP,1313.18184808
E02005157,9100TONBDG,2851.24842716
E02005154,9100BORWGAW,223.20711749
E02005155,9100WTRNGBY,2534.21690862
E02005153,9100AYLESFD,713.271396391
E02005150,9100SNODLND,649.708232367
E02005151,9100WMALING,1717.53401149
E02005978,9100OXFD,3555.09270526
E02005979,9100OXFD,1801.45549164
E02005158,9100HLDNBRO,1857.26308495
E02005159,9100TONBDG,2697.15333814
E02004997,9100CRNG,786.178602263
E02004996,9100WYEE,657.763260924
E02004999,9100ASHFKY,1625.64610447
E02004998,9100ASHFKY,2391.69621613
E02005066,9100MEOPHAM,100.300595158
E02005067,9100SOLEST,5158.82280566
E02005064,9100HIGM,1523.18777662
E02005065,9100GRVSEND,2907.27507727
E02005062,9100GRVSEND,3005.8865114
E02005063,9100GRVSEND,2166.87426049
E02005060,9100EBSFDOM,2116.98606248
E02005061,9100GRVSEND,2133.60109115
E02005068,9100MSTONEE,5507.23468406
E02004826,9100ROMSEY,5222.63600818
E02005069,9100MSTONEE,1106.98693284
E02004827,9100CSFD,1243.21679665
E02004824,9100ROMSEY,338.148608705
E02006879,9100FLKSTNC,783.965236023
E02004825,9100ROMSEY,3607.54151761
E02004822,9100MOTFONT,4886.95327515
E02004823,9100ROMSEY,1048.16868093
E02004820,9100GRATELY,2651.46931843
E02004821,9100ANDOVER,6150.17047743
E02004828,9100REDBDGE,3296.12748242
E02004829,9100WNCHSTR,6402.14083496
E02006366,9100LETHRHD,1696.25931243
E02006367,9100BOOKHAM,611.098611257
E02006364,9100LETHRHD,639.150849737
E02006365,9100LETHRHD,994.101379744
E02006362,9100ASHD,788.8857414
E02006363,9100ASHD,743.334744304
E02006360,9100SHALFD,1353.00119271
E02006361,9100GOMSHAL,1529.54113959
E02004356,9100HMPDNPK,1761.0138355
E02004357,9100HMPDNPK,1049.42594009
E02006368,9100BOOKHAM,1714.7695218
E02006369,9100BTCHWTH,1445.80674937
E02003387,9100NEWBURY,1805.73389602
E02003386,9100NEWBURY,453.570953533
E02003385,9100NEWBURY,495.704949486
E02003384,9100KNTBRY,649.042547798
E02003383,9100THATCHM,1048.09600715
E02003382,9100THATCHM,1614.20812462
E02003381,9100MTIMER,3587.50678864
E02003380,9100THATCHM,2429.27749928
E02004358,9100PVNSYAW,1877.57075556
E02004359,9100HMPDNPK,562.162179541
E02003389,9100RDNGSTN,2901.5457952
E02003388,9100MTIMER,2277.26714783
E02003566,9100BITERNE,2322.56718169
E02003567,9100MBRK,1127.95378845
E02003564,9100BITERNE,1441.66655574
E02003565,9100STDENYS,821.55344767
E02003562,9100BITERNE,506.082035438
E02003563,9100MBRK,1243.8234434
E02003560,9100REDBDGE,718.541531107
E02003561,9100STDENYS,218.875381096
E02003568,9100SOTON,1037.82681023
E02006556,9100BOGNORR,2327.29952346
E02003569,9100MBRK,606.437552685
E02006557,9100BOGNORR,871.481349442
E02006554,9100BOGNORR,4065.5508764
E02006555,9100BOGNORR,903.078728777
E02006552,9100LTLHMPT,409.272273975
E02006553,9100BOGNORR,1745.33151453
E02006550,9100LTLHMPT,1243.60361584
E02006551,9100ANGMRNG,1138.89328901
E02006558,9100BOGNORR,307.081167697
E02006559,9100BOGNORR,2158.91149136
E02006466,9100WOKING,1620.77964845
E02006467,9100BRKWOOD,1057.71349553
E02006464,9100BRKWOOD,2554.78673411
E02006465,9100WOKING,1575.93578626
E02006462,9100BRKWOOD,2148.30073476
E02006463,9100WOKING,675.257354688
E02006460,9100WOKING,2466.9178001
E02006461,9100WOKING,1118.4891445
E02003406,9100ERLY,4000.75415842
E02003487,9100BLTCHLY,1797.7887161
E02003407,9100BNHAM,1581.82972323
E02003486,9100BLTCHLY,3081.32902759
E02003404,9100ERLY,2552.85495791
E02003485,9100BLTCHLY,1465.3154221
E02003405,9100RDNGBUS,3030.0764472
E02003484,9100MKNSCEN,2682.48841363
E02003402,9100RDNGBUS,1401.60884388
E02003483,9100MKNSCEN,3029.45698428
E02003403,9100REDGWST,2031.91804904
E02003482,9100WOBURNS,423.703472259
E02003400,9100RDNGBUS,2011.7642981
E02003481,9100FSTR,2182.70958309
E02003401,9100REDGWST,916.782023439
E02003480,9100BOWBRKH,1554.5490647
E02003408,9100BNHAM,2168.45503446
E02003489,9100BLTCHLY,1244.1182712
E02003409,9100BNHAM,247.887703376
E02003488,9100BLTCHLY,710.350564126
E02004766,9100BDHMPTN,3511.44538196
E02004767,9100BDHMPTN,2104.08348409
E02004764,9100BDHMPTN,5119.63882321
E02004765,9100BDHMPTN,3614.22288658
E02004760,9100FLEET,4058.63566829
E02004761,9100HOOK,3699.630719
E02004768,9100BDHMPTN,2762.1376532
E02004769,9100HAVANT,1988.45957132
E02003666,9100AYLSBRY,613.630859942
E02003667,9100AYLSBRY,1313.38515134
E02003664,9100AYLSBRY,1322.35352972
E02003665,9100AYLSBRY,1679.69639736
E02003662,9100AYLSBRY,1732.04597769
E02003663,9100AYLSPWY,1504.44887319
E02003660,9100CHDNGTN,2715.72590595
E02003661,9100HADMATP,9878.46608645
E02003668,9100AYLSBRY,2143.27656652
E02003669,9100AYLSBRY,671.608381152
E02004687,9100BSNGSTK,3259.16078168
E02004686,9100BSNGSTK,968.060971227
E02004685,9100BSNGSTK,929.786668583
E02004684,9100BSNGSTK,2420.56440656
E02004683,9100BSNGSTK,704.297130908
E02004682,9100BSNGSTK,2312.14890703
E02004681,9100BSNGSTK,1736.03987576
E02004680,9100BSNGSTK,3848.74685744
E02004689,9100OVTN,5887.05442369
E02004688,9100BSNGSTK,2303.495681
E02005946,9100OXFD,5235.11618717
E02005947,9100OXFD,944.393717731
E02005944,9100OXFD,5003.79744618
E02005945,9100OXFD,3534.34194966
E02005942,9100OXFD,1807.41460224
E02005943,9100OXFD,2742.44699974
E02005940,9100OXFPWAY,1870.37736221
E02005126,9100STNGBRN,1002.61286233
E02005941,9100OXFPWAY,2504.62214628
E02005127,9100STNGBRN,1451.19623533
