MSOACD,NaPTANID,Distance
E02004943,9100BCWD,895.048480333
E02005593,9100NRCH,3892.99994071
E02005513,9100ATTLBON,779.990080086
E02005592,9100NRCH,2232.59989344
E02005510,9100ATTLBON,17728.333317
E02005511,9100HRLNGRD,14058.9401552
E02005590,9100NRCH,1542.16246462
E02003599,9100SNDY,1514.79268311
E02005518,9100THETFD,1087.94767375
E02005599,9100WYMNDHM,5505.47298932
E02005519,9100THETFD,1310.09576317
E02005598,9100NRCH,7316.17647158
E02004476,9100BENFLET,1985.92472425
E02004477,9100LHONSEA,2500.83449859
E02004474,9100RAYLEGH,2246.80470872
E02004475,9100BENFLET,2409.59783139
E02004472,9100SHENFLD,3024.65806923
E02004473,9100BENFLET,3231.04840141
E02004470,9100BRTWOOD,186.641711375
E02004471,9100BRTWOOD,863.814827683
E02004478,9100BENFLET,3038.18992159
E02004479,9100BENFLET,1064.20683123
E02003776,9100WATBECH,5720.89503923
E02003777,9100WATBECH,10764.7881344
E02003774,9100STNEOTS,3360.59760567
E02003775,9100WATBECH,11321.5658869
E02003772,9100STNEOTS,2546.39472457
E02003773,9100STNEOTS,1862.45382553
E02003770,9100STNEOTS,654.029979889
E02003771,9100STNEOTS,1004.24524658
E02003778,9100WATBECH,920.687736556
E02003779,9100CAMBDGE,10199.2777584
E02003616,9100BEDFDM,12562.6005282
E02003617,9100BEDFDM,10083.9615261
E02003614,9100FLITWCK,526.211042405
E02003615,9100FLITWCK,2287.24540984
E02003612,9100ARLSEY,2725.96867862
E02003613,9100FLITWCK,438.234900277
E02003610,9100FLITWCK,2601.07218727
E02003611,9100ARLSEY,3388.32765679
E02005610,9100DISS,4290.36394897
E02005611,9100DISS,1155.77228725
E02003618,9100BEDFDM,4035.45145208
E02003619,9100BESJOHN,6588.37683446
E02004987,9100WLWYNGC,2079.39119079
E02004906,9100ELTR,864.127081951
E02004986,9100WLWYNGC,926.004991488
E02004907,9100BUSHEY,1646.27720745
E02004985,9100WLWYNGC,877.240992365
E02004904,9100ELTR,1638.1956817
E02004984,9100WLWYNGC,2404.28625465
E02004905,9100ELTR,928.966435916
E02004983,9100WLWYNN,1465.59613756
E02004902,9100ELTR,1140.84597061
E02004982,9100WLWYNGC,1399.72508845
E02004903,9100WATFDJ,1390.79672184
E02004981,9100WLWYNN,1829.05741652
E02004900,9100RADLETT,288.819910694
E02004980,9100WLWYNN,2141.19931914
E02004901,9100ELTR,1657.19218579
E02004989,9100HATFILD,1785.28683545
E02004908,9100BUSHEY,2857.89875051
E02004988,9100WLWYNGC,1682.41500462
E02004909,9100ROYSTON,559.226509401
E02004856,9100LUTOAPY,6207.99193331
E02004857,9100TRING,3514.07718672
E02004854,9100THBLDSG,269.197950157
E02004855,9100WALHAMX,286.81432979
E02004852,9100CHESHNT,628.041143866
E02004853,9100THBLDSG,1701.21042396
E02004850,9100CHESHNT,1308.93481085
E02004851,9100CHESHNT,2588.21677711
E02004858,9100TRING,2770.16275007
E02004859,9100TRING,1794.67981904
E02003245,9100PBRO,2537.59601992
E02004597,9100STANAIR,7005.50047491
E02004486,9100CHLMSFD,2314.96109042
E02004571,9100RAYLEGH,1877.87627728
E02003604,9100BIGLSWD,757.945736441
E02004930,9100STALBCY,2979.73221798
E02004529,9100INGTSTN,10689.4915432
E02000246,9100SRUISLP,2408.71235651
E02000247,9100GFORD,1900.39195721
E02000244,9100SGFORD,677.496083107
E02000242,9100SDBRYHR,1575.79274647
E02000243,9100GFORD,495.47885082
E02000240,9100NTHOLTP,1059.28837593
E02000241,9100NTHOLTP,1111.6798917
E02000248,9100EALINGB,1738.20486978
E02000249,9100SGFORD,1247.10454135
E02000437,9100HEDSTNL,1337.89093083
E02000434,9100MLHB,2991.17494792
E02000435,9100HROWDC,2469.21544141
E02000432,9100CROUCHH,562.904826179
E02000433,9100HROWDC,3469.68670142
E02000430,9100CROUCHH,703.457555639
E02000431,9100UPRHLWY,1340.67689584
E02000438,9100HTCHEND,432.883872947
E02000439,9100MLHB,2292.64841673
E02000746,9100WOLWCDY,2541.38642247
E02000747,9100WHAMHL,2034.48829133
E02000744,9100WHAMHL,1625.94547172
E02000745,9100WHAMHL,2757.6133604
E02000544,9100HOUNSLW,776.050644974
E02000545,9100STMGTS,1037.29994229
E02000542,9100HOUNSLW,1262.71297036
E02000543,9100HOUNSLW,414.416477936
E02000540,9100ISLEWTH,930.657306812
E02000541,9100HOUNSLW,2339.07909128
E02000548,9100HTRWTM4,1082.15717016
E02000549,9100FELTHAM,620.847449109
E02000737,9100BARKING,2058.53187581
E02000734,9100WHAMHL,1028.82543777
E02000735,9100WHAMHL,1855.94270785
E02000732,9100WDGRNPK,1729.16054391
E02000733,9100WHAMHL,633.791542106
E02000730,9100FRSTGT,1332.2702969
E02000731,9100WDGRNPK,1712.62647755
E02000738,9100WDGRNPK,2337.98356363
E02000739,9100WHAMHL,1298.25363961
E02000646,9100STRHILL,462.006246067
E02000647,9100WNORWOD,727.478693762
E02000644,9100TULSEH,722.437097481
E02000645,9100WNORWOD,358.030539939
E02000642,9100TULSEH,428.871961108
E02000643,9100STRHILL,180.184214162
E02000640,9100BALHAM,975.793795804
E02000641,9100TULSEH,881.906131325
E02000648,9100WNORWOD,685.612554472
E02000649,9100STRETHM,109.347230642
E02000926,9100CSEAH,727.514768917
E02000927,9100QTRDBAT,941.874906498
E02000924,9100QTRDBAT,120.665897295
E02000925,9100CLPHMJ1,1134.52956265
E02000922,9100LYTNSHR,902.642177177
E02000923,9100BATRSPK,1200.27991846
E02000920,9100LEYTNMR,1007.19431484
E02000921,9100LYTNSHR,941.530617737
E02000106,9100STNBGPK,2388.32224938
E02000187,9100STPXBOX,415.401282671
E02000107,9100CRKLWD,513.89077463
E02000186,9100CMDNRD,782.457047511
E02000104,9100NWEMBLY,770.706120142
E02000185,9100KLBRNHR,372.469406026
E02000105,9100SDBRYHR,548.377307704
E02000184,9100CMDNRD,312.263764316
E02000102,9100HDON,1771.86055422
E02000183,9100KNTSHTW,811.357368741
E02000103,9100CRKLWD,1527.55316731
E02000182,9100SHMPSTD,259.95382395
E02000100,9100SKENTON,594.415473164
E02000181,9100WHMDSTD,492.39885253
E02000928,9100PUTNEY,748.40884777
E02000101,9100WEMBLSM,1651.47632198
E02000180,9100CMDNRD,610.326982629
E02000929,9100CLPHMJ2,447.444729648
E02000108,9100SDBRYHR,735.22284541
E02000189,9100KNGX,494.846933268
E02000109,9100WEMBLSM,514.306589734
E02000188,9100EUSTON,510.739590027
E02006918,9100CLAPTON,457.819152209
E02000876,9100BTHNLGR,192.840843291
E02000877,9100LIMHSE,1081.07141633
E02000874,9100BTHNLGR,488.173631226
E02000875,9100LIMHSE,1646.94450308
E02000872,9100SHRDHST,500.226203829
E02000873,9100BTHNLGR,1202.27053408
E02000870,9100CAMHTH,742.347561449
E02000871,9100WHAMHL,1480.81266947
E02000056,9100HMPSTDH,3370.58684346
E02000057,9100HDON,1599.00981133
E02000055,9100HDON,1416.32050361
E02000052,9100NEWSGAT,3065.62175367
E02000053,9100HDON,1591.53239588
E02000050,9100NEWSGAT,2765.18867537
E02000878,9100SHRDHST,604.964531619
E02000051,9100HDON,3225.52462828
E02000879,9100LIMHSE,792.69430451
E02000058,9100HDON,2844.14077633
E02000059,9100HDON,202.584702823
E02000366,9100HOMRTON,728.776317234
E02000742,9100BARKING,2727.35226542
E02000743,9100WHAMHL,1090.62257715
E02000740,9100WHAMHL,514.770545572
E02000741,9100WHAMHL,2047.87911014
E02000748,9100WOLWCDY,2457.35546296
E02000749,9100WHAMHL,2361.19347576
E02000976,9100PADTON,850.266613561
E02000977,9100CHRX,420.402864435
E02000974,9100PADTON,492.246794253
E02000975,9100PADTON,334.945645955
E02000972,9100EUSTON,1152.56778299
E02000973,9100PADTON,1277.03956164
E02000970,9100MARYLBN,924.316048833
E02000156,9100WWICKHM,584.341818693
E02000971,9100MARYLBN,461.19459477
E02000157,9100ORPNGTN,797.720727255
E02000154,9100ORPNGTN,868.787167116
E02000155,9100ORPNGTN,1780.61690505
E02000152,9100BICKLEY,1635.61312947
E02000153,9100HAYS,675.570821381
E02000150,9100EDPK,486.087773532
E02006927,9100KIDBROK,645.647555666
E02000151,9100PETSWD,479.479950081
E02006924,9100ILFORD,1508.20388973
E02000979,9100VICTRIE,689.36609505
E02006925,9100ILFORD,2947.78090045
E02006921,9100CLAPTON,488.10680153
E02000158,9100CHLSFLD,1640.10814128
E02000159,9100HAYS,2512.71625955
E02006928,9100GNWH,496.114232259
E02006929,9100WCOMBEP,778.561045789
E02000066,9100ABWD,586.029992895
E02000067,9100BELVEDR,561.842527345
E02000064,9100CRKLWD,917.775867778
E02000065,9100ABWD,1918.12010561
E02000062,9100CRKLWD,1214.48388026
E02000063,9100CRKLWD,698.139394426
E02000060,9100HDON,2132.58617492
E02000061,9100CRKLWD,1804.11713502
E02000068,9100ERITH,409.55846815
E02000069,9100BELVEDR,1084.92583693
E02000816,9100SBRMNDS,730.069298783
E02000897,9100HGHMSPK,1432.30833716
E02000817,9100SBRMNDS,377.06942212
E02000896,9100CHINGFD,485.991539931
E02000814,9100SURREYQ,788.649370509
E02000895,9100CHINGFD,1366.14629641
E02000815,9100ELPHNAC,357.587435793
E02000894,9100DEPTFD,1316.94878772
E02000812,9100LNDNBDC,822.111031442
E02000893,9100MAZEH,1219.20896197
E02000813,9100CNDAW,186.960093434
E02000810,9100WAPPING,1209.06415843
E02000891,9100LIMHSE,2403.67224196
E02000890,9100WAPPING,260.333148356
E02000818,9100ELPHNAC,648.973238395
E02000899,9100HGHMSPK,1668.96510012
E02000819,9100SBRMNDS,1259.57044525
E02000898,9100HGHMSPK,1316.91929696
E02000306,9100EDMNGRN,524.502202682
E02000387,9100WBRMPTN,1376.37024327
E02000307,9100SIVRST,1077.94335115
E02000386,9100WBRMPTN,654.724267298
E02000304,9100PALMRSG,1025.51123478
E02000385,9100KENOLYM,1014.23053963
E02000305,9100PALMRSG,474.773412812
E02000384,9100KENOLYM,1374.29947894
E02000302,9100WNMHILL,1205.7272821
E02000383,9100KENOLYM,538.16053089
E02000303,9100EDMNGRN,583.433619642
E02000382,9100SHPDSB,2009.2394357
E02000300,9100EDMNGRN,681.524828711
E02000381,9100KENOLYM,488.85579804
E02000301,9100EDMNGRN,847.308803189
E02000380,9100SHPDSB,1151.70402759
E02000308,9100NEWSGAT,596.432520336
E02000389,9100WBRMPTN,1893.85046911
E02000309,9100SIVRST,581.009142761
E02000388,9100WBRMPTN,524.40796938
E02000256,9100WEALING,456.197141429
E02000257,9100EALINGB,372.948562573
E02000254,9100STHALL,1708.01826681
E02000255,9100DRAYGRN,498.545581679
E02000252,9100ACTONML,510.789626896
E02000253,9100CBARPAR,372.64193263
E02000250,9100EALINGB,1344.3241847
E02000251,9100SGFORD,2077.0535983
E02000258,9100ACTONML,403.508406696
E02000259,9100HANWELL,431.300428205
E02000566,9100DRYP,349.221058026
E02000567,9100CNNB,447.358235871
E02000564,9100DRYP,625.338129215
E02000565,9100CNNB,603.037826993
E02000562,9100DRYP,740.195621961
E02000563,9100KNTSHTN,1000.97083732
E02000560,9100UPRHLWY,924.811044252
E02000561,9100UPRHLWY,635.739369637
E02000568,9100CLDNNRB,341.688531135
E02000569,9100ESSEXRD,273.540173541
E02000406,9100HRNSY,1366.78540847
E02000487,9100UPMNSTR,1087.82653025
E02000407,9100BRUCGRV,335.772410138
E02000486,9100EMRSPKH,1912.34452296
E02000404,9100ALEXNDP,1446.38987576
E02000485,9100UPMNSTR,1050.28231737
E02000405,9100ALEXNDP,821.019734908
E02000484,9100ROMFORD,1691.23180435
E02000402,9100WHHRTLA,749.134241453
E02000483,9100EMRSPKH,749.095773616
E02000403,9100ALEXNDP,888.496210263
E02000482,9100UPMNSP6,656.639403954
E02000400,9100BOWESPK,487.452879349
E02000481,9100UPMNSP6,1644.56167627
E02000401,9100WHHRTLA,1313.10241304
E02000480,9100ROMFORD,1194.52750748
E02000408,9100BRUCGRV,344.968174725
E02000489,9100EMRSPKH,2953.47359129
E02000409,9100BRUCGRV,979.66675575
E02000488,9100EMRSPKH,2462.74424179
E02000756,9100SVNKNGS,4250.81094006
E02000757,9100HGHMSPK,1944.14262829
E02000754,9100HGHMSPK,2797.92654624
E02000755,9100HGHMSPK,3705.48321045
E02000752,9100CHDWLHT,4872.04757274
E02000753,9100GODMAYS,5002.56972479
E02000750,9100WOLWCDY,1253.04805591
E02000751,9100HGHMSPK,2034.60612073
E02006787,9100ELMERSE,668.259406141
E02006786,9100PLMS,1534.50169232
E02000758,9100ILFORD,4018.51016334
E02006785,9100WELLING,530.518607376
E02000759,9100WDST,2775.5523943
E02006784,9100BCKNHMH,949.579847348
E02006783,9100GRVPK,798.004225615
E02006782,9100SNDP,937.44394485
E02006789,9100OXTEDBY,6828.65115598
E02006788,9100ELMERSE,1082.51217544
E02000666,9100LDYW,539.500095965
E02000667,9100CFPK,215.765396459
E02000664,9100LDYW,664.330136196
E02000665,9100HTHRGRN,496.818539293
E02000662,9100BROCKLY,354.597756475
E02000663,9100LEWISHM,590.35799622
E02000660,9100STJOHNS,461.127557954
E02000661,9100BLKHTH,433.166202007
E02000668,9100LEEE,214.064111541
E02000669,9100HTHRGRN,388.698266954
E02000946,9100ERLFLD,252.35577911
E02000947,9100ERLFLD,802.416307686
E02000944,9100PUTNEY,1493.62015143
E02000945,9100BARNES,2234.03620574
E02000942,9100PUTNEY,1472.27767326
E02000943,9100BALHAM,488.407959498
E02000940,9100WDWTOWN,943.817912471
E02000126,9100KLBRNHR,603.06588348
E02000941,9100ERLFLD,1003.76024122
E02000127,9100MOTNGHM,1242.67582363
E02000124,9100KENR,469.467551918
E02000125,9100KENSLG,407.486371541
E02000122,9100KENR,623.663649338
E02000123,9100WLSDJHL,463.670942805
E02000120,9100BRBY,591.312416684
E02000121,9100WMBY,1132.32388333
E02000948,9100BALHAM,437.439671052
E02006930,9100WCOMBEP,586.370377936
E02006931,9100GNWH,401.948737081
E02000128,9100ELMW,1666.07097722
E02000077,9100WELLING,997.696367439
E02000074,9100SLADEGN,930.71372042
E02000075,9100BXLYHTH,850.745824287
E02000072,9100SLADEGN,581.40052643
E02000073,9100BXLYHTH,1113.73609054
E02000070,9100ABWD,1595.27999221
E02000071,9100BRNHRST,1070.89835611
E02000078,9100BRNHRST,525.569772366
E02000079,9100BXLYHTH,545.54236033
E02000316,9100WOLWCDY,444.074735604
E02000397,9100BOWESPK,338.519567062
E02000317,9100WOLWCDY,313.730005734
E02000396,9100CSEAH,927.631324467
E02000314,9100PLMS,1500.7400976
E02000395,9100PUTNEY,1193.51016519
E02000315,9100ABWD,644.405143232
E02000394,9100CSEAH,376.482090449
E02000312,9100BOWESPK,621.371049116
E02000393,9100PUTNEY,1674.28814125
E02000313,9100ABWD,1531.1147459
E02000392,9100WBRMPTN,1302.27807891
E02000391,9100CSEAH,716.311330703
E02000311,9100PALMRSG,1071.0610574
E02000390,9100WBRMPTN,1198.84421404
E02000318,9100PLMS,726.678167357
E02000319,9100PLMS,263.207863122
E02000398,9100NMBRLPK,369.226650306
E02000226,9100SDSD,2012.01991496
E02000227,9100SDSD,3407.72725028
E02000224,9100PURLEYO,273.02982345
E02000225,9100HAYS,3697.02435049
E02000222,9100SCROYDN,509.96215801
E02000223,9100WWICKHM,3190.14873146
E02000220,9100SCROYDN,477.32806772
E02000221,9100WADDON,754.671896209
E02000228,9100SDSD,1139.29640024
E02000229,9100HAYS,4449.61523273
E02000576,9100OLDST,343.075548334
E02000577,9100QPRK,1195.29943591
E02000574,9100KNGX,661.512743619
E02000575,9100FRNDNLT,629.83847419
E02000572,9100CLDNNRB,709.890172881
E02000573,9100ESSEXRD,786.663664734
E02000570,9100CLDNNRB,533.704902826
E02000571,9100ESSEXRD,330.688900626
E02000578,9100KENSLG,882.870883349
E02000579,9100SHPDSB,1410.98767225
E02000497,9100WRUISLP,3048.55276313
E02000416,9100HRNSY,534.77798934
E02000496,9100DENHAM,2884.45143769
E02000417,9100ALEXNDP,1943.74484339
E02000495,9100CRPNDPK,3269.58704232
E02000414,9100BRUCGRV,723.516712432
E02000494,9100CRPNDPK,3412.13964692
E02000415,9100HRNSY,1124.20219532
E02000412,9100HRNSY,772.487589384
E02000493,9100RNHAME,563.919339595
E02000413,9100ALEXNDP,2362.65074695
E02000492,9100RNHAME,1673.12537066
E02000410,9100ALEXNDP,1625.80254428
E02000491,9100RNHAME,1373.56815699
E02000411,9100TTNHMHL,647.838943215
E02000490,9100RNHAME,2233.72152545
E02000499,9100SRUISLP,2378.23299605
E02000418,9100HRNSY,1144.11058644
E02000498,9100WRUISLP,1204.50800212
E02000419,9100HRNSY,557.055159082
E02000726,9100STFD,558.002214083
E02000727,9100WDGRNPK,1199.59190413
E02000724,9100WDGRNPK,679.672835491
E02000725,9100MRYLAND,369.707584623
E02000722,9100MRYLAND,554.591169133
E02000723,9100WDGRNPK,874.418061658
E02000720,9100FRSTGT,675.418194284
E02000721,9100FRSTGT,606.201084448
E02006796,9100SRUISLP,544.648391013
E02000728,9100BARKING,1519.24177647
E02006795,9100NTHOLTP,1888.40317066
E02000729,9100FRSTGT,1408.51297099
E02006794,9100WHHRTLA,159.776668566
E02006793,9100SIVRST,594.130113212
E02006792,9100GNRSBRY,323.308925658
E02006791,9100SACTON,259.853200711
E02006799,9100CHDWLHT,842.480716618
E02006798,9100NWCROSS,217.686970379
E02000676,9100FORESTH,788.429584763
E02000677,9100BELNGHM,739.016305862
E02000674,9100HTHRGRN,1199.1597103
E02000675,9100LEEE,1033.5432819
E02000672,9100CATFBDG,114.554611998
E02000673,9100FORESTH,617.561096108
E02000670,9100CATFBDG,788.286135122
E02000671,9100HONROPK,471.842221821
E02000678,9100GRVPK,929.702843857
E02000679,9100FORESTH,736.032038352
E02000956,9100HYDNSRD,1034.31928837
E02000957,9100TOOTING,545.647886909
E02000954,9100BALHAM,1360.72611005
E02000955,9100TOOTING,1125.07882574
E02000953,9100ERLFLD,771.702190191
E02000950,9100ERLFLD,2000.05337015
E02000951,9100BALHAM,714.969917024
E02000136,9100STMRYC,1452.02918881
E02000137,9100SHRTLND,310.253807832
E02000134,9100BROMLYN,363.335553586
E02000135,9100ANERLEY,376.735948834
E02000132,9100BCKNMJC,354.964827838
E02000133,9100CHSLHRS,530.602242608
E02000130,9100PNGEE,284.688760417
E02000958,9100TOOTING,958.291152547
E02000131,9100CRYSTLP,221.832240265
E02000959,9100STRHCOM,596.128037644
E02000138,9100BCKNHMJ,690.473046012
E02000139,9100CLOCKHS,297.603342253
E02000866,9100CAMHTH,1470.08760066
E02000867,9100HACKNYW,1442.32813556
E02000864,9100HACKNYW,983.949753694
E02000865,9100CAMHTH,201.777741374
E02000863,9100WALNGTN,1790.90118125
E02000861,9100CRSHLTB,930.798029549
E02000046,9100NEWSGAT,3431.92783556
E02000047,9100MLHB,1457.57070038
E02000044,9100MLHB,546.159703678
E02000045,9100NEWSGAT,1068.15977244
E02000042,9100NEWSGAT,2438.88971722
E02000043,9100NEWSGAT,3479.08774886
E02000868,9100CAMHTH,400.412412941
E02006854,9100LIMHSE,1586.57645682
E02000041,9100MLHB,1551.49237112
E02000869,9100HOXTON,419.76146515
E02006853,9100SURREYQ,1875.44788141
E02000048,9100MLHB,2804.72913456
E02000049,9100MLHB,1213.00092107
E02000236,9100WDMNSTR,300.674560457
E02000237,9100COLSDNS,1927.6981156
E02000234,9100COLSTWN,467.666046116
E02000235,9100KNLY,594.198263244
E02000232,9100WHYTELF,1989.03398675
E02000233,9100KNLY,542.354086575
E02000230,9100PURLEY,232.019671073
E02000231,9100REEDHMS,723.730270392
E02000238,9100NTHOLTP,860.621673167
E02000239,9100SDBRYHH,836.058122002
E02000546,9100HOUNSLW,1181.78484439
E02000547,9100FELTHAM,1093.79612587
E02000367,9100LONFLDS,376.629979562
E02000364,9100HAKNYNM,574.224369202
E02000365,9100DALS,302.245591415
E02000362,9100HACKNYW,613.122761193
E02000363,9100HOMRTON,295.298235106
E02000360,9100HAKNYNM,334.600538561
E02000361,9100HACKNYC,73.8799177382
E02000368,9100HAGGERS,646.344108522
E02000369,9100HAGGERS,408.053222747
E02000287,9100NBARNET,1540.27456805
E02000206,9100SELHRST,214.673690687
E02000286,9100ENFC,621.586293048
E02000207,9100NORWDJ,876.94907499
E02000285,9100ENFLDTN,941.829660001
E02000204,9100THTH,1266.45538253
E02000284,9100GORDONH,696.430517709
E02000283,9100BRIMSDN,674.120348221
E02000202,9100THTH,731.775220999
E02000282,9100TURKYST,1043.16290417
E02000203,9100THTH,207.665952424
E02000281,9100TURKYST,1381.46617456
E02000200,9100NORWDJ,624.213460223
E02000280,9100GORDONH,773.296878326
E02000201,9100NORWDJ,451.8213127
E02000289,9100GRPK,1595.76641284
E02000208,9100WCROYDN,1089.0272107
E02000288,9100SBURY,374.516373164
E02000209,9100WCROYDN,1765.62842085
E02000556,9100CROUCHH,624.034498845
E02000557,9100UPRHLWY,484.577593048
E02000554,9100CROUCHH,358.188972708
E02000555,9100UPRHLWY,555.910952028
E02000552,9100FELTHAM,1423.27867984
E02000553,9100KMPTNPK,1754.55313598
E02000550,9100FELTHAM,537.051278783
E02000551,9100FELTHAM,2050.57561062
E02000558,9100FNPK,466.761093285
E02000559,9100FNPK,628.230249335
E02000466,9100ROMFORD,3506.2182641
E02000467,9100HRLDWOD,1626.83872999
E02000464,9100HRLDWOD,2375.14178954
E02000465,9100HRLDWOD,1371.52479999
E02000462,9100NTHOLTP,376.518112526
E02000463,9100NTHOLTP,1086.11585682
E02000460,9100NTHOLTP,1184.66965035
E02000461,9100SDBRYHH,1017.60006669
E02000468,9100ROMFORD,3515.12411794
E02000469,9100HRLDWOD,1788.54518725
E02000706,9100ESTFLDS,1112.45140035
E02000787,9100NSHEEN,450.801320607
E02000707,9100NORBURY,1605.19787137
E02000786,9100BNSBDGE,337.755237888
E02000704,9100RAYNSPK,199.870200225
E02000785,9100KEWGRDN,230.525517323
E02000705,9100ESTFLDS,1141.1757448
E02000784,9100BNSBDGE,1324.58837281
E02000702,9100ESTFLDS,371.637244896
E02000783,9100BARKING,855.254447722
E02000703,9100SMERTON,456.683020978
E02000782,9100ILFORD,906.503878229
E02000700,9100TOOTING,1788.8241055
E02000781,9100SVNKNGS,1115.11010578
E02000701,9100ESTFLDS,370.340233603
E02000780,9100ILFORD,862.664241082
E02000708,9100MOTSPRP,355.639348966
E02000789,9100RICHNLL,621.641265685
E02000709,9100SMERTON,933.461764704
E02000788,9100MRTLKE,332.182570681
E02000657,9100NWCROSS,515.776079753
E02000654,9100DEPTFD,603.602922777
E02000655,9100NEWXGEL,680.56438862
E02000652,9100STRHCOM,397.443188546
E02000653,9100SURREYQ,770.759096207
E02000650,9100GIPSYH,240.68771655
E02000651,9100STRHCOM,564.43945815
E02000658,9100NEWXGEL,589.160500484
E02000659,9100LEWISHM,463.859015823
E02000936,9100PUTNEY,590.825667101
E02000937,9100WANDCMN,985.181394074
E02000934,9100WDWTOWN,650.801201293
E02000935,9100BARNES,1445.64052004
E02000932,9100PUTNEY,784.897894975
E02000933,9100PUTNEY,929.465278928
E02000930,9100CLPHMJ1,340.580323313
E02000931,9100CLPHMJ1,854.959694869
E02000116,9100WLSDJHL,1806.74574181
E02000197,9100NORBURY,564.692392447
E02000117,9100HARLSDN,1026.84646673
E02000196,9100NORBURY,573.21749957
E02000114,9100BRBYPK,1541.23748497
E02000195,9100NORBURY,1332.08754087
E02000115,9100BRBY,626.738424577
E02000194,9100GIPSYH,953.595731553
E02000112,9100WEMBLSM,300.61646268
E02000193,9100CHRX,1080.92454755
E02000113,9100STNBGPK,1038.91508936
E02000192,9100FRNDNLT,604.112740513
E02000110,9100CRKLWD,1426.15384774
E02000191,9100EUSTON,643.241792937
E02000938,9100PUTNEY,1338.92346149
E02000111,9100WMBY,473.351963363
E02000190,9100KNGX,490.738987411
E02000939,9100WANDCMN,875.345357276
E02000118,9100WMBYDC,974.078183129
E02000199,9100THTH,728.89867134
E02000119,9100HARLSDN,618.503740125
E02000198,9100THTH,755.834305311
E02000846,9100SUTTONC,118.837222388
E02000847,9100WRCSTRP,1215.18209135
E02000844,9100CRSHLTN,1028.42599124
E02000845,9100WRCSTRP,498.726660721
E02000842,9100SUTTONC,1182.14785027
E02000843,9100HKBG,489.897065041
E02000840,9100MITCHMJ,1277.60077525
E02000026,9100NBARNET,1041.54008169
E02000841,9100SUTTONC,1162.04649825
E02000027,9100NBARNET,2161.32223224
E02000024,9100NBARNET,2223.59785782
E02000025,9100NBARNET,680.973550277
E02000022,9100BARKING,816.702927731
E02000023,9100BARKING,2372.81813207
E02006836,9100BELM,487.64942515
E02000020,9100BARKING,1197.55468001
E02000021,9100DGNHMDC,885.912256683
E02000848,9100WSUTTON,1059.63995475
E02000849,9100WALNGTN,879.133878859
E02000028,9100NBARNET,542.596052803
E02000029,9100OKLGHPK,605.29421538
E02000376,9100SHPDSB,952.316042106
E02000377,9100SHPDSB,1586.94433395
E02000374,9100ACTNCTL,1566.33102945
E02000375,9100SHPDSB,659.975220795
E02000372,9100WLSDNJL,1713.31310916
E02000373,9100SHPDSB,1361.11660832
E02000370,9100OLDST,686.943488373
E02000371,9100HOXTON,504.520465553
E02000378,9100SHPDSB,432.501947857
E02000379,9100ACTNCTL,1316.60797192
E02000297,9100BHILLPK,933.041670358
E02000216,9100ECROYDN,796.833565855
E02000296,9100OKLGHPK,2238.79638453
E02000217,9100WADDON,753.989202061
E02000295,9100WNMHILL,1370.34939833
E02000214,9100ECROYDN,1838.43534377
E02000294,9100PNDRSEN,841.123171637
E02000215,9100ECROYDN,735.755481307
E02000293,9100GRPK,116.468538516
E02000212,9100WCROYDN,896.768524498
E02000213,9100WCROYDN,471.687579167
E02000210,9100SELHRST,1061.67114001
E02000290,9100PNDRSEN,522.390493759
E02000211,9100EDPK,1447.9232186
E02000299,9100EDMNGRN,937.305648266
E02000218,9100WWICKHM,1682.29320799
E02000298,9100WNMHILL,43.719366887
E02000219,9100WWICKHM,2364.51701395
E02000526,9100SACTON,1533.42375637
E02000524,9100HTRWAPT,2254.21631099
E02000525,9100HAYESAH,1687.79468865
E02000522,9100WDRYTON,698.554595902
E02000523,9100HAYESAH,514.515918693
E02000520,9100HAYESAH,831.598883083
E02000521,9100WDRYTON,1408.60171226
E02000528,9100BNTFORD,737.490806429
E02000529,9100STHALL,1843.78073674
E02000476,9100ROMFORD,526.367055856
E02000477,9100GIDEAPK,936.157677892
E02000474,9100ROMFORD,1755.58274187
E02000475,9100GIDEAPK,190.733662189
E02000472,9100ROMFORD,2105.81307886
E02000473,9100HRLDWOD,999.61983577
E02000470,9100HRLDWOD,343.765971385
E02000471,9100ROMFORD,2130.19654885
E02000478,9100EMRSPKH,763.327019604
E02000479,9100ROMFORD,693.776651766
E02000716,9100WDGRNPK,193.532056417
E02000797,9100TWCKNHM,444.945750892
E02000717,9100MANRPK,440.30169819
E02000796,9100WHTTON,1057.0490314
E02000714,9100WNSTDPK,244.726013301
E02000795,9100RICHMND,2090.00345462
E02000715,9100MANRPK,961.199408253
E02000794,9100TWCKNHM,530.511825346
E02000712,9100SHLIER,214.306471076
E02000793,9100WHTTON,510.292642614
E02000713,9100SHLIER,1530.07181122
E02000792,9100STMGTS,490.478793002
E02000710,9100MITCHMJ,1186.43588137
E02000791,9100RICHMND,706.705979068
E02000711,9100MORDENS,579.254126636
E02000790,9100STMGTS,318.934416225
E02000718,9100MANRPK,1239.78525508
E02000799,9100STRWBYH,105.63846459
E02000719,9100MRYLAND,550.036189946
E02000798,9100WHTTON,851.512184755
E02000626,9100LBGHJN,423.577375134
E02000627,9100CLPHHS,770.011710678
E02000624,9100LBGHJN,1280.62876706
